Ngày hạch toán,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh
2/8/2016,ĐH0002285,KH-0441,P-100,1,18616000,18616000,11169600,NV00007,CN HCM
2/9/2016,ĐH0002355,KH-0438,P-407,1,17776000,17776000,10665600,NV00007,CN HCM
2/10/2016,ĐH0002355,KH-0438,P-408,1,17776000,17776000,10665600,NV00007,CN HN
2/11/2016,ĐH0002355,KH-0438,P-409,1,10632000,10632000,6910800,NV00007,CN HCM
2/12/2016,ĐH0002361,KH-0442,P-410,1,5990000,5990000,3594000,NV00007,CN HCM
2/13/2016,ĐH0003748,KH-0443,P-222,1,65000000,65000000,39000000,NV00007,CN HN
2/14/2016,ĐH0003749,KH-0444,P-015,1,3840000,3840000,2496000,NV00007,CN HCM
2/15/2016,ĐH0003776,KH-0445,P-411,1,14620000,14620000,9503000,NV00007,CN HN
2/16/2016,ĐH0003801,KH-0446,P-025,1,17338000,17338000,10402800,NV00007,CN HCM
2/17/2016,ĐH0003801,KH-0446,P-100,1,15815000,15815000,10279750,NV00007,CN HP
2/18/2016,ĐH0003805,KH-0447,P-412,1,42066000,42066000,29446200,NV00007,CN HP
2/19/2016,ĐH0003805,KH-0447,P-413,1,44044000,44044000,28628600,NV00007,CN HCM
2/20/2016,ĐH0003814,KH-0448,P-132,1,7500000,7500000,5250000,NV00007,CN HCM
2/21/2016,ĐH0003826,KH-0429,P-414,1,14500000,14500000,9425000,NV00007,CN HP
2/22/2016,ĐH0003826,KH-0429,P-029,1,5900000,5900000,3835000,NV00007,CN HCM
2/23/2016,ĐH0003847,KH-0449,P-415,1,14565000,14565000,10195500,NV00007,CN HCM
2/24/2016,ĐH0003847,KH-0449,P-416,1,182000,182000,118300,NV00007,CN HP
2/25/2016,ĐH0003849,KH-0448,P-132,1,7500000,7500000,5250000,NV00007,CN HCM
2/26/2016,ĐH0003861,KH-0450,P-268,1,23685000,23685000,14211000,NV00007,CN HCM
2/27/2016,ĐH0003871,KH-0444,P-122,1,2900000,2900000,1740000,NV00007,CN HP
2/28/2016,ĐH0003884,KH-0375,P-103,1,9200000,9200000,5980000,NV00007,CN HP
2/29/2016,ĐH0003889,KH-0451,P-166,1,15500000,15500000,9300000,NV00007,CN HCM
3/1/2016,ĐH0003892,KH-0452,P-417,1,59584000,59584000,41708800,NV00007,CN HP
3/2/2016,ĐH0003899,KH-0449,P-416,1,181818.18,181818,127272.6,NV00007,CN HP
3/3/2016,ĐH0003900,KH-0449,P-418,1,1650000,1650000,1072500,NV00007,CN HP
3/4/2016,ĐH0003902,KH-0453,P-071,1,660000,660000,462000,NV00007,CN HCM
3/5/2016,ĐH0003913,KH-0124,P-071,1,660000,660000,429000,NV00007,CN HN
3/6/2016,ĐH0003926,KH-0454,P-419,1,14000000,14000000,8400000,NV00007,CN HCM
3/7/2016,ĐH0003926,KH-0454,P-420,1,18300000,18300000,12810000,NV00007,CN HN
3/8/2016,ĐH0003939,KH-0449,P-421,1,7454545,7454545,4845454.25,NV00007,CN HP
3/9/2016,ĐH0003946,KH-0455,P-142,1,18500000,18500000,12950000,NV00007,CN HN
3/10/2016,ĐH0003970,KH-0456,P-422,1,2028000,2028000,1318200,NV00007,CN HN
3/11/2016,ĐH0003974,KH-0457,P-106,1,30690000,30690000,19948500,NV00007,CN HP
3/12/2016,ĐH0003980,KH-0458,P-423,1,4560000,4560000,2964000,NV00007,CN HP
3/13/2016,ĐH0003980,KH-0458,P-424,1,8130000,8130000,5691000,NV00007,CN HN
3/14/2016,ĐH0003981,KH-0459,P-341,1,27850000,27850000,18102500,NV00007,CN HP
3/15/2016,ĐH0003986,KH-0418,P-142,1,13500000,13500000,8100000,NV00007,CN HP
3/16/2016,ĐH0003986,KH-0418,P-032,1,8700000,8700000,6090000,NV00007,CN HCM
3/17/2016,ĐH0003998,KH-0418,P-425,1,26000000,26000000,18200000,NV00007,CN HP
3/18/2016,ĐH0004011,KH-0449,P-426,1,13409091,13409091,8045454.6,NV00007,CN HN
3/19/2016,ĐH0004037,KH-0460,P-427,1,118613000,118613000,71167800,NV00007,CN HCM
3/20/2016,ĐH0004052,KH-0072,P-164,1,4700000,4700000,3290000,NV00007,CN HP
3/21/2016,ĐH0001228,KH-0449,P-428,1,12954545,12954545,9068181.5,NV00007,CN HCM
3/22/2016,ĐH0001228,KH-0449,P-429,1,30636364,30636364,19913636.6,NV00007,CN HP
3/23/2016,ĐH0001228,KH-0449,P-430,1,8136364,8136364,5288636.6,NV00007,CN HCM
3/24/2016,ĐH0001256,KH-0461,P-032,1,8550000,8550000,5130000,NV00007,CN HN
3/25/2016,ĐH0001261,KH-0462,P-230,1,3550000,3550000,2485000,NV00007,CN HP
3/26/2016,ĐH0001261,KH-0462,P-068,1,2550000,2550000,1657500,NV00007,CN HN
3/27/2016,ĐH0000756,KH-0444,P-018,1,3050000,3050000,1830000,NV00007,CN HP
3/28/2016,ĐH0001308,KH-0444,P-139,1,3000000,3000000,1950000,NV00007,CN HN
3/29/2016,ĐH0001315,KH-0457,P-431,1,8300000,8300000,5395000,NV00007,CN HN
3/30/2016,ĐH0001316,KH-0463,P-432,1,20500000,20500000,13325000,NV00007,CN HN
3/31/2016,ĐH0001316,KH-0463,P-012,1,8600000,8600000,6020000,NV00007,CN HN
4/1/2016,ĐH0000766,KH-0444,P-018,1,3050000,3050000,1982500,NV00007,CN HN
4/2/2016,ĐH0001323,KH-0072,P-433,1,28900000,28900000,20230000,NV00007,CN HN
4/3/2016,ĐH0000767,KH-0444,P-018,1,3050000,3050000,2135000,NV00007,CN HN
4/4/2016,ĐH0001337,KH-0443,P-222,1,75000000,75000000,52500000,NV00007,CN HCM
4/5/2016,ĐH0001338,KH-0443,P-372,1,72500000,72500000,50750000,NV00007,CN HCM
4/6/2016,ĐH0001338,KH-0443,P-373,1,52500000,52500000,31500000,NV00007,CN HCM
4/7/2016,ĐH0001340,KH-0464,P-020,1,2050000,2050000,1435000,NV00007,CN HCM
4/8/2016,ĐH0001346,KH-0465,P-432,1,20900000,20900000,13585000,NV00007,CN HCM
4/9/2016,ĐH0001365,KH-0112,P-434,1,16195000,16195000,9717000,NV00007,CN HN
4/10/2016,ĐH0001365,KH-0112,P-435,1,16195000,16195000,9717000,NV00007,CN HN
4/11/2016,ĐH0001367,KH-0466,P-436,1,4400000,4400000,3080000,NV00007,CN HN
4/12/2016,ĐH0001372,KH-0112,P-081,1,1300000,1300000,910000,NV00007,CN HP
4/13/2016,ĐH0001384,KH-0072,P-437,1,39400000,39400000,25610000,NV00007,CN HCM
4/14/2016,ĐH0001388,KH-0462,P-001,1,32500000,32500000,22750000,NV00007,CN HN
4/15/2016,ĐH0001398,KH-0341,P-438,1,29909091,29909091,19440909.15,NV00007,CN HCM
4/16/2016,ĐH0001398,KH-0341,P-439,1,3818182,3818182,2672727.4,NV00007,CN HN
4/17/2016,ĐH0001401,KH-0449,P-440,1,12954545,12954545,7772727,NV00007,CN HCM
4/18/2016,ĐH0001401,KH-0449,P-440,1,12954545,12954545,8420454.25,NV00007,CN HCM
4/19/2016,ĐH0001427,KH-0467,P-441,1,3890000,3890000,2723000,NV00007,CN HCM
4/20/2016,ĐH0001427,KH-0467,P-442,1,1815000,1815000,1270500,NV00007,CN HP
4/21/2016,ĐH0001427,KH-0467,P-443,1,715000,715000,429000,NV00007,CN HN
4/22/2016,ĐH0001449,KH-0468,P-444,1,68636364,68636364,41181818.4,NV00007,CN HN
4/23/2016,ĐH0001480,KH-0469,P-018,1,2990000,2990000,1943500,NV00007,CN HN
4/24/2016,ĐH0001875,KH-0341,P-071,1,1950000,1950000,1170000,NV00007,CN HP
4/25/2016,ĐH0001513,KH-0444,P-030,1,5400000,5400000,3780000,NV00007,CN HCM
4/26/2016,ĐH0001514,KH-0470,P-445,1,3800000,3800000,2280000,NV00007,CN HN
4/27/2016,ĐH0000834,KH-0444,P-018,1,3050000,3050000,1982500,NV00007,CN HN
4/28/2016,ĐH0001526,KH-0471,P-025,1,17561000,17561000,11414650,NV00007,CN HCM
4/29/2016,ĐH0001538,KH-0454,P-446,1,14000000,14000000,9100000,NV00007,CN HN
4/30/2016,ĐH0001538,KH-0454,P-447,1,20500000,20500000,12300000,NV00007,CN HN
5/1/2016,ĐH0001543,KH-0472,P-448,1,23400000,23400000,14040000,NV00007,CN HP
5/2/2016,ĐH0001559,KH-0449,P-046,1,17400000,17400000,11310000,NV00007,CN HP
5/3/2016,ĐH0001567,KH-0447,P-075,1,700000,700000,455000,NV00007,CN HP
5/4/2016,ĐH0001575,KH-0072,P-449,1,3180000,3180000,2067000,NV00007,CN HN
5/5/2016,ĐH0001598,KH-0444,P-068,1,2150000,2150000,1290000,NV00007,CN HCM
5/6/2016,ĐH0001598,KH-0444,P-139,1,3120000,3120000,1872000,NV00007,CN HCM
5/7/2016,ĐH0001601,KH-0471,P-450,1,10200000,10200000,6120000,NV00007,CN HP
5/8/2016,ĐH0001617,KH-0428,P-068,1,2160000,2160000,1404000,NV00007,CN HN
5/9/2016,ĐH0001627,KH-0444,P-195,1,22700000,22700000,15890000,NV00007,CN HP
5/10/2016,ĐH0001650,KH-0390,P-451,1,20909091,20909091,14636363.7,NV00007,CN HCM
5/11/2016,ĐH0001679,KH-0449,P-452,1,26545455,26545455,17254545.75,NV00007,CN HN
5/12/2016,ĐH0001679,KH-0449,P-428,1,12954545,12954545,8420454.25,NV00007,CN HN
5/13/2016,ĐH0000892,KH-0444,P-017,1,4050000,4050000,2430000,NV00007,CN HP
5/14/2016,ĐH0001720,KH-0444,P-068,1,2150000,2150000,1505000,NV00007,CN HCM
5/15/2016,ĐH0001720,KH-0444,P-018,1,3050000,3050000,2135000,NV00007,CN HCM
5/16/2016,ĐH0001733,KH-0447,P-453,1,11000000,11000000,6600000,NV00007,CN HN
5/17/2016,ĐH0001737,KH-0473,P-192,1,13700000,13700000,9590000,NV00007,CN HN
5/18/2016,ĐH0001743,KH-0474,P-454,1,14272727,14272727,9277272.55,NV00007,CN HP
5/19/2016,ĐH0001743,KH-0474,P-455,1,2272727,2272727,1590908.9,NV00007,CN HCM
5/20/2016,ĐH0000922,KH-0444,P-017,1,4050000,4050000,2430000,NV00007,CN HN
5/21/2016,ĐH0001744,KH-0473,P-456,1,8100000,8100000,4860000,NV00007,CN HCM
5/22/2016,ĐH0001761,KH-0475,P-457,1,299000,299000,209300,NV00007,CN HN
5/23/2016,ĐH0001759,KH-0476,P-458,1,18750000,18750000,12187500,NV00007,CN HP
5/24/2016,ĐH0001760,KH-0477,P-459,1,127680000,127680000,89376000,NV00007,CN HCM
5/25/2016,ĐH0001765,KH-0478,P-460,1,3590909,3590909,2154545.4,NV00007,CN HCM
5/26/2016,ĐH0001765,KH-0478,P-461,1,4090909,4090909,2454545.4,NV00007,CN HP
5/27/2016,ĐH0001771,KH-0166,P-046,1,16720000,16720000,11704000,NV00007,CN HN
5/28/2016,ĐH0001771,KH-0166,P-047,1,13410000,13410000,8046000,NV00007,CN HP
5/29/2016,ĐH0004832,KH-0443,P-372,1,65000000,65000000,42250000,NV00007,CN HN
5/30/2016,ĐH0004861,KH-0112,P-034,1,17400000,17400000,12180000,NV00007,CN HP
5/31/2016,ĐH0004873,KH-0447,P-462,1,5000000,5000000,3000000,NV00007,CN HCM
6/1/2016,ĐH0004874,KH-0447,P-045,1,5450000,5450000,3270000,NV00007,CN HN
6/2/2016,ĐH0004884,KH-0463,P-008,1,8500000,8500000,5950000,NV00007,CN HCM
6/3/2016,ĐH0004889,KH-0444,P-081,1,990000,990000,693000,NV00007,CN HN
6/4/2016,ĐH0004896,KH-0439,P-463,1,24000000,24000000,16800000,NV00007,CN HN
6/5/2016,ĐH0004900,KH-0444,P-015,1,3750000,3750000,2250000,NV00007,CN HP
6/6/2016,ĐH0004905,KH-0444,P-017,1,3960000,3960000,2574000,NV00007,CN HP
6/7/2016,ĐH0004911,KH-0288,P-017,1,3990000,3990000,2793000,NV00007,CN HCM
6/8/2016,ĐH0004911,KH-0288,P-018,1,2990000,2990000,2093000,NV00007,CN HCM
6/9/2016,ĐH0004911,KH-0288,P-190,1,190000,190000,114000,NV00007,CN HCM
6/10/2016,ĐH0004921,KH-0479,P-037,1,7188000,7188000,4312800,NV00007,CN HN
6/11/2016,ĐH0004935,KH-0480,P-017,1,3960000,3960000,2772000,NV00007,CN HN
6/12/2016,ĐH0004941,KH-0112,P-023,1,9650000,9650000,6272500,NV00007,CN HCM
6/13/2016,ĐH0004941,KH-0112,P-464,1,900000,900000,630000,NV00007,CN HP
6/14/2016,ĐH0004941,KH-0112,P-465,1,48150000,48150000,31297500,NV00007,CN HN
6/15/2016,ĐH0004946,KH-0444,P-046,1,17382000,17382000,11298300,NV00007,CN HP
6/16/2016,ĐH0004946,KH-0444,P-034,1,17674000,17674000,12371800,NV00007,CN HP
6/17/2016,ĐH0004948,KH-0476,P-458,1,19000000,19000000,11400000,NV00007,CN HCM
6/18/2016,ĐH0004957,KH-0481,P-328,1,230000,230000,161000,NV00007,CN HP
6/19/2016,ĐH0004957,KH-0481,P-328,1,230000,230000,161000,NV00007,CN HP
6/20/2016,ĐH0000044,KH-0482,P-101,1,527000,527000,316200,NV00007,CN HN
6/21/2016,ĐH0000046,KH-0483,P-032,1,7600000,7600000,5320000,NV00007,CN HCM
6/22/2016,ĐH0000047,KH-0483,P-466,1,7600000,7600000,5320000,NV00007,CN HP
6/23/2016,ĐH0000058,KH-0072,P-467,1,43000000,43000000,27950000,NV00007,CN HCM
6/24/2016,ĐH0000166,KH-0444,P-468,1,19200000,19200000,12480000,NV00007,CN HCM
6/25/2016,ĐH0000226,KH-0484,P-023,1,9500000,9500000,5700000,NV00007,CN HN
6/26/2016,ĐH0000226,KH-0484,P-374,1,8500000,8500000,5525000,NV00007,CN HP
6/27/2016,ĐH0000227,KH-0467,P-463,1,33000000,33000000,19800000,NV00007,CN HCM
6/28/2016,ĐH0000228,KH-0467,P-469,1,1818182,1818182,1272727.4,NV00007,CN HN
6/29/2016,ĐH0000231,KH-0485,P-073,1,10700000,10700000,6420000,NV00007,CN HN
6/30/2016,ĐH0000238,KH-0444,P-015,1,3800000,3800000,2470000,NV00007,CN HN
7/1/2016,ĐH0000252,KH-0444,P-081,1,1100000,1100000,715000,NV00007,CN HP
7/2/2016,ĐH0000257,KH-0444,P-015,1,3800000,3800000,2280000,NV00007,CN HN
7/3/2016,ĐH0000263,KH-0486,P-470,1,35000000,35000000,22750000,NV00007,CN HN
7/4/2016,ĐH0000287,KH-0428,P-471,1,2160000,2160000,1404000,NV00007,CN HCM
7/5/2016,ĐH0000341,KH-0444,P-472,1,24400000,24400000,15860000,NV00007,CN HCM
7/6/2016,ĐH0000378,KH-0444,P-473,1,18700000,18700000,13090000,NV00007,CN HCM
7/7/2016,ĐH0000433,KH-0487,P-032,1,9350000,9350000,6545000,NV00007,CN HP
7/8/2016,ĐH0002166,KH-0353,P-474,2,3950000,7900000,5135000,NV00007,CN HCM
7/9/2016,ĐH0002167,KH-0488,P-098,2,3970000,7940000,4764000,NV00011,CN HN
7/10/2016,ĐH0002168,KH-0440,P-102,2,2900000,5800000,4060000,NV00011,CN HN
7/11/2016,ĐH0002172,KH-0489,P-475,2,160000,320000,192000,NV00011,CN HN
7/12/2016,ĐH0002183,KH-0100,P-019,2,3100000,6200000,3720000,NV00020,CN HCM
7/13/2016,ĐH0002187,KH-0124,P-071,2,660000,1320000,792000,NV00011,CN HN
7/14/2016,ĐH0002207,KH-0490,P-071,2,660000,1320000,858000,NV00011,CN HN
7/15/2016,ĐH0002231,KH-0107,P-100,2,16650000,33300000,23310000,NV00020,CN HP
7/16/2016,ĐH0002231,KH-0107,P-476,2,636000,1272000,890400,NV00020,CN HP
7/17/2016,ĐH0002251,KH-0431,P-068,2,1710000,3420000,2052000,NV00007,CN HP
7/18/2016,ĐH0002278,KH-0112,P-341,2,21961000,43922000,30745400,NV00002,CN HP
7/19/2016,ĐH0002278,KH-0112,P-477,2,36625000,73250000,47612500,NV00002,CN HCM
7/20/2016,ĐH0002295,KH-0305,P-071,2,660000,1320000,792000,NV00007,CN HN
7/21/2016,ĐH0002333,KH-0353,P-098,2,3900000,7800000,4680000,NV00020,CN HCM
7/22/2016,ĐH0002337,KH-0051,P-100,2,16905000,33810000,20286000,NV00032,CN HP
7/23/2016,ĐH0002340,KH-0123,P-098,2,3900000,7800000,4680000,NV00006,CN HCM
7/24/2016,ĐH0002349,KH-0307,P-478,2,11500000,23000000,14950000,NV00011,CN HN
7/25/2016,ĐH0002360,KH-0491,P-479,2,3200000,6400000,3840000,NV00007,CN HCM
7/26/2016,ĐH0002367,KH-0492,P-480,2,2780000,5560000,3614000,NV00024,CN HCM
7/27/2016,ĐH0003746,KH-0393,P-481,2,9954560,19909120,11945472,NV00009,CN HCM
7/28/2016,ĐH0003724,KH-0392,P-340,2,245000,490000,318500,NV00009,CN HCM
7/29/2016,ĐH0003724,KH-0392,P-339,2,1880000,3760000,2444000,NV00009,CN HP
7/30/2016,ĐH0003761,KH-0368,P-100,2,15860000,31720000,20618000,NV00009,CN HP
7/31/2016,ĐH0003921,KH-0493,P-482,2,8447727.25,16895455,11826818.5,NV00006,CN HP
8/1/2016,ĐH0003921,KH-0493,P-483,2,2133409,4266818,2773431.7,NV00006,CN HN
8/2/2016,ĐH0003921,KH-0493,P-484,2,945000,1890000,1134000,NV00006,CN HP
8/3/2016,ĐH0003809,KH-0493,P-015,2,3563000,7126000,4988200,NV00006,CN HN
8/4/2016,ĐH0003809,KH-0493,P-016,2,6970000,13940000,9758000,NV00006,CN HP
8/5/2016,ĐH0003813,KH-0494,P-122,2,2900000,5800000,4060000,NV00015,CN HCM
8/6/2016,ĐH0003820,KH-0375,P-018,2,2880000,5760000,3744000,NV00046,CN HN
8/7/2016,ĐH0003820,KH-0375,P-128,2,3950000,7900000,5135000,NV00046,CN HCM
8/8/2016,ĐH0003821,KH-0458,P-485,2,3924300,7848600,5101590,NV00009,CN HP
8/9/2016,ĐH0003844,KH-0395,P-486,2,4409090.9,8818182,5290909.2,NV00009,CN HCM
8/10/2016,ĐH0003852,KH-0495,P-054,2,250000,500000,350000,NV00007,CN HP
8/11/2016,ĐH0003857,KH-0079,P-015,2,3860260,7720520,5404364,NV00017,CN HP
8/12/2016,ĐH0003859,KH-0065,P-164,2,5000000,10000000,6000000,NV00017,CN HN
8/13/2016,ĐH0003876,KH-0456,P-422,2,2028000,4056000,2433600,NV00007,CN HP
8/14/2016,ĐH0003876,KH-0456,P-487,2,4300000,8600000,5160000,NV00007,CN HP
8/15/2016,ĐH0003904,KH-0155,P-488,2,219375000,438750000,285187500,NV00001,CN HCM
8/16/2016,ĐH0003904,KH-0155,P-489,2,84183000,168366000,117856200,NV00001,CN HN
8/17/2016,ĐH0003904,KH-0155,P-490,2,175500000,351000000,245700000,NV00001,CN HN
8/18/2016,ĐH0003904,KH-0155,P-491,2,190125000,380250000,228150000,NV00001,CN HN
8/19/2016,ĐH0003904,KH-0155,P-492,2,15840000,31680000,22176000,NV00001,CN HN
8/20/2016,ĐH0003916,KH-0496,P-025,2,16300000,32600000,22820000,NV00051,CN HP
8/21/2016,ĐH0003916,KH-0496,P-100,2,16000000,32000000,20800000,NV00051,CN HCM
8/22/2016,ĐH0003917,KH-0497,P-133,2,2737000,5474000,3284400,NV00051,CN HP
8/23/2016,ĐH0003922,KH-0375,P-028,2,2920000,5840000,4088000,NV00007,CN HP
8/24/2016,ĐH0003922,KH-0375,P-017,2,3990000,7980000,5187000,NV00007,CN HN
8/25/2016,ĐH0003928,KH-0498,P-493,2,4400000,8800000,5280000,NV00043,CN HN
8/26/2016,ĐH0003928,KH-0498,P-494,2,1000000,2000000,1400000,NV00043,CN HP
8/27/2016,ĐH0003931,KH-0499,P-495,2,250000,500000,350000,NV00022,CN HP
8/28/2016,ĐH0003932,KH-0007,P-496,2,63814000,127628000,82958200,NV00009,CN HN
8/29/2016,ĐH0003932,KH-0007,P-497,2,12790000,25580000,16627000,NV00009,CN HP
8/30/2016,ĐH0003938,KH-0449,P-418,2,2954545.45,5909091,3545454.6,NV00007,CN HCM
8/31/2016,ĐH0003945,KH-0500,P-072,2,299000,598000,388700,NV00046,CN HCM
9/1/2016,ĐH0003949,KH-0501,P-498,2,650000,1300000,845000,NV00046,CN HP
9/2/2016,ĐH0003953,KH-0502,P-259,2,220000,440000,286000,NV00056,CN HN
9/3/2016,ĐH0003977,KH-0164,P-499,2,1247400,2494800,1621620,NV00048,CN HCM
9/4/2016,ĐH0003977,KH-0164,P-500,2,1466850,2933700,2053590,NV00048,CN HCM
9/5/2016,ĐH0004006,KH-0503,P-072,2,325000,650000,455000,NV00046,CN HP
9/6/2016,ĐH0004006,KH-0503,P-072,2,0,0,0,NV00046,CN HCM
9/7/2016,ĐH0004012,KH-0176,P-269,2,620000,1240000,744000,NV00009,CN HP
9/8/2016,ĐH0004020,KH-0504,P-102,2,2890000,5780000,3757000,NV00032,CN HN
9/9/2016,ĐH0004025,KH-0401,P-144,2,27364000,54728000,35573200,NV00009,CN HCM
9/10/2016,ĐH0004026,KH-0401,P-501,2,15837000,31674000,22171800,NV00009,CN HP
9/11/2016,ĐH0004057,KH-0140,P-018,2,2930000,5860000,3809000,NV00006,CN HP
9/12/2016,ĐH0004080,KH-0136,P-018,2,2920000,5840000,3796000,NV00006,CN HCM
9/13/2016,ĐH0004080,KH-0136,P-017,2,4120000,8240000,5768000,NV00006,CN HCM
9/14/2016,ĐH0001204,KH-0356,P-020,2,2100000,4200000,2730000,NV00046,CN HP
9/15/2016,ĐH0001213,KH-0505,P-016,2,7300000,14600000,9490000,NV00015,CN HP
9/16/2016,ĐH0001213,KH-0505,P-030,2,4650000,9300000,5580000,NV00015,CN HP
9/17/2016,ĐH0000745,KH-0050,P-068,2,2100000,4200000,2730000,NV00017,CN HP
9/18/2016,ĐH0001230,KH-0174,P-166,2,14650000,29300000,17580000,NV00064,CN HP
9/19/2016,ĐH0001235,KH-0506,P-502,2,35180000,70360000,49252000,NV00061,CN HP
9/20/2016,ĐH0001396,KH-0341,P-071,2,750000,1500000,1050000,NV00007,CN HCM
9/21/2016,ĐH0001250,KH-0507,P-139,2,2873467.5,5746935,4022854.5,NV00064,CN HP
9/22/2016,ĐH0001255,KH-0487,P-015,2,3700000,7400000,5180000,NV00007,CN HP
9/23/2016,ĐH0001255,KH-0487,P-016,2,7300000,14600000,10220000,NV00007,CN HCM
9/24/2016,ĐH0001257,KH-0508,P-072,2,170000,340000,204000,NV00059,CN HN
9/25/2016,ĐH0001261,KH-0462,P-071,2,1380000,2760000,1656000,NV00007,CN HP
9/26/2016,ĐH0001263,KH-0179,P-071,2,750000,1500000,1050000,NV00006,CN HN
9/27/2016,ĐH0001269,KH-0180,P-453,2,10970000,21940000,13164000,NV00061,CN HCM
9/28/2016,ĐH0001275,KH-0509,P-503,2,42826000,85652000,51391200,NV00007,CN HN
9/29/2016,ĐH0001277,KH-0299,P-071,2,720000,1440000,1008000,NV00046,CN HN
9/30/2016,ĐH0000758,KH-0510,P-504,2,2764000,5528000,3316800,NV00078,CN HCM
10/1/2016,ĐH0001295,KH-0124,P-071,2,770000,1540000,1078000,NV00046,CN HP
10/2/2016,ĐH0001306,KH-0175,P-017,2,4030000,8060000,4836000,NV00059,CN HP
10/3/2016,ĐH0001306,KH-0175,P-028,2,2950000,5900000,4130000,NV00059,CN HP
10/4/2016,ĐH0001310,KH-0036,P-122,2,2950000,5900000,3540000,NV00007,CN HP
10/5/2016,ĐH0001315,KH-0457,P-012,2,8600000,17200000,12040000,NV00007,CN HCM
10/6/2016,ĐH0001315,KH-0457,P-032,2,8600000,17200000,11180000,NV00007,CN HN
10/7/2016,ĐH0000760,KH-0054,P-012,2,8400000,16800000,10080000,NV00017,CN HCM
10/8/2016,ĐH0000761,KH-0054,P-137,2,8400000,16800000,10080000,NV00017,CN HP
10/9/2016,ĐH0000761,KH-0054,P-032,2,8400000,16800000,10920000,NV00017,CN HN
10/10/2016,ĐH0001322,KH-0176,P-143,2,19678000,39356000,23613600,NV00009,CN HCM
10/11/2016,ĐH0001322,KH-0176,P-505,2,15092000,30184000,18110400,NV00009,CN HN
10/12/2016,ĐH0001331,KH-0511,P-071,2,1450000,2900000,1885000,NV00007,CN HP
10/13/2016,ĐH0001343,KH-0176,P-076,2,730000,1460000,876000,NV00059,CN HCM
10/14/2016,ĐH0001360,KH-0176,P-195,2,19270000,38540000,26978000,NV00081,CN HN
10/15/2016,ĐH0001366,KH-0216,P-506,2,330000,660000,462000,NV00029,CN HCM
10/16/2016,ĐH0001373,KH-0512,P-166,2,14700000,29400000,17640000,NV00007,CN HP
10/17/2016,ĐH0001381,KH-0015,P-507,2,1210000,2420000,1452000,NV00081,CN HN
10/18/2016,ĐH0001381,KH-0015,P-508,2,1250000,2500000,1500000,NV00081,CN HCM
10/19/2016,ĐH0001381,KH-0015,P-509,2,690000,1380000,966000,NV00081,CN HP
10/20/2016,ĐH0001381,KH-0015,P-510,2,280000,560000,336000,NV00081,CN HN
10/21/2016,ĐH0001381,KH-0015,P-296,2,250000,500000,350000,NV00081,CN HCM
10/22/2016,ĐH0001381,KH-0015,P-292,2,1580000,3160000,2212000,NV00081,CN HCM
10/23/2016,ĐH0001381,KH-0015,P-511,2,135000,270000,162000,NV00081,CN HN
10/24/2016,ĐH0001381,KH-0015,P-512,2,95000,190000,114000,NV00081,CN HP
10/25/2016,ĐH0001381,KH-0015,P-513,2,970000,1940000,1261000,NV00081,CN HCM
10/26/2016,ĐH0001386,KH-0444,P-068,2,2000000,4000000,2400000,NV00007,CN HCM
10/27/2016,ĐH0000794,KH-0513,P-514,2,73000000,146000000,102200000,NV00017,CN HCM
10/28/2016,ĐH0001423,KH-0514,P-005,2,5300000,10600000,6890000,NV00009,CN HN
10/29/2016,ĐH0000803,KH-0007,P-187,2,3870000,7740000,5031000,NV00078,CN HCM
10/30/2016,ĐH0001433,KH-0176,P-143,2,20122000,40244000,26158600,NV00081,CN HN
10/31/2016,ĐH0001433,KH-0176,P-515,2,6966000,13932000,9055800,NV00081,CN HCM
11/1/2016,ĐH0001436,KH-0515,P-071,2,760000,1520000,1064000,NV00046,CN HP
11/2/2016,ĐH0001450,KH-0175,P-017,2,4030000,8060000,5239000,NV00059,CN HN
11/3/2016,ĐH0000814,KH-0065,P-005,2,5700000,11400000,6840000,NV00017,CN HCM
11/4/2016,ĐH0001470,KH-0516,P-076,2,950000,1900000,1330000,NV00064,CN HCM
11/5/2016,ĐH0001474,KH-0175,P-028,2,3050000,6100000,3965000,NV00059,CN HP
11/6/2016,ĐH0001487,KH-0176,P-017,2,4050000,8100000,4860000,NV00081,CN HN
11/7/2016,ĐH0001486,KH-0517,P-231,2,350000,700000,420000,NV00059,CN HCM
11/8/2016,ĐH0001486,KH-0517,P-053,2,8117000,16234000,10552100,NV00059,CN HN
11/9/2016,ĐH0001490,KH-0518,P-516,2,11724900,23449800,14069880,NV00064,CN HP
11/10/2016,ĐH0001491,KH-0519,P-517,2,31200000,62400000,40560000,NV00046,CN HP
11/11/2016,ĐH0001492,KH-0520,P-032,2,8350000,16700000,10020000,NV00007,CN HP
11/12/2016,ĐH0000824,KH-0003,P-018,2,3480000,6960000,4176000,NV00017,CN HCM
11/13/2016,ĐH0000827,KH-0010,P-017,2,4040000,8080000,5656000,NV00080,CN HCM
11/14/2016,ĐH0001510,KH-0407,P-166,2,16137000,32274000,19364400,NV00009,CN HCM
11/15/2016,ĐH0001517,KH-0521,P-518,2,7959000,15918000,9550800,NV00064,CN HN
